X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding,municipality,on_street,at_street,vehicle_type,Sidewalk_Width__ft_,Accessibility_Score,Sidewalk_Condition,Sidewalk_Material,Current_Shelter,Routes,Municipality_1,Neighborhood,created_user,created_date,last_edited_user,last_edited_date
-71.08418799966,42.3409270001566,647605,70012,70012,Massachusetts Avenue,Massachusetts Avenue - Orange Line - Forest Hills,,Forest Hills,42.340927,-71.084188,RapidTransit,,https://www.mbta.com/stops/place-masta,level_-1_platform,0,place-masta,1,Boston,,,1,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0841240005213,42.340892000269,647606,70013,70013,Massachusetts Avenue,Massachusetts Avenue - Orange Line - Oak Grove,,Oak Grove,42.340892,-71.084124,RapidTransit,,https://www.mbta.com/stops/place-masta,level_-1_platform,0,place-masta,1,Boston,,,1,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0847629994027,42.3403790001655,647607,door-masta-camden,,Massachusetts Avenue - Camden St,Massachusetts Avenue - Camden St,,,42.340379,-71.084763,,,,level_ground,2,place-masta,2,Boston,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0831669999942,42.3417730004226,647608,door-masta-corridor,,Massachusetts Avenue - Massachusetts Ave (Northside),Massachusetts Avenue - Massachusetts Ave (Northside),,,42.341773,-71.083167,,,,level_in_street,2,place-masta,1,Boston,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0834360001833,42.3415509998237,647609,door-masta-main,,Massachusetts Avenue - Massachusetts Ave (Southside),Massachusetts Avenue - Massachusetts Ave (Southside),,,42.341551,-71.083436,,,,level_in_street,2,place-masta,1,Boston,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0834339995275,42.3413639999507,647610,door-masta-side,,Massachusetts Avenue - Southwest Corridor Park,Massachusetts Avenue - Southwest Corridor Park,,,42.341364,-71.083434,,,,level_ground,2,place-masta,1,Boston,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0923890005583,42.2676250000834,647614,70275,70275,Mattapan,Mattapan - Mattapan Trolley - Exit Only,,Exit Only,42.267625,-71.092389,RapidTransit,,https://www.mbta.com/stops/place-matt,level_ground,0,place-matt,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0922330001917,42.2675590003154,647615,70276,70276,Mattapan,Mattapan - Mattapan Trolley - Ashmont,,Ashmont,42.267559,-71.092233,RapidTransit,,https://www.mbta.com/stops/place-matt,level_ground,0,place-matt,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0918710001957,42.2677440003125,647616,door-matt-neponset,,"Mattapan - Neponset Trail, Parking","Mattapan - Neponset Trail, Parking",,,42.267744,-71.091871,,,,level_ground,2,place-matt,1,Boston,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0922240003666,42.267684000173,647617,door-matt-northbus,,Mattapan - Upper Busway,Mattapan - Upper Busway,,,42.267684,-71.092224,,,,level_ground,2,place-matt,1,Boston,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0923760001084,42.2674310000873,647618,door-matt-southbus,,Mattapan - Lower Busway,Mattapan - Lower Busway,,,42.267431,-71.092376,,,,level_ground,2,place-matt,1,Boston,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0930889998991,42.2675160003274,647619,door-matt-square,,Mattapan - Mattapan Square,Mattapan - Mattapan Square,,,42.267516,-71.093089,,,,level_ground,2,place-matt,1,Boston,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1172800003242,42.4083059995659,647621,70511,70511,Medford/Tufts,Medford/Tufts - Green Line - (E) Medford/Tufts,,Medford/Tufts,42.408306,-71.11728,,,https://www.mbta.com/stops/place-mdftf,level_-1_platform,0,place-mdftf,1,Medford,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1173389994088,42.4082800003588,647622,70512,70512,Medford/Tufts,Medford/Tufts - Green Line - Copley & West,,Copley & West,42.40828,-71.117339,,,https://www.mbta.com/stops/place-mdftf,level_-1_platform,0,place-mdftf,1,Medford,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0952400003343,42.3378750000332,647624,70245,70245,Museum of Fine Arts,Museum of Fine Arts - Green Line - (E) Heath Street,,Heath Street,42.337875,-71.09524,RapidTransit,,https://www.mbta.com/stops/place-mfa,level_median,0,place-mfa,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0946820001023,42.3380170000206,647625,70246,70246,Museum of Fine Arts,Museum of Fine Arts - Green Line - Park Street & North,,Park Street & North,42.338017,-71.094682,RapidTransit,,https://www.mbta.com/stops/place-mfa,level_median,0,place-mfa,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1068239999116,42.3943570002009,647627,70507,70507,Magoun Square,Magoun Square - Green Line - (E) Medford/Tufts,,Medford/Tufts,42.394357,-71.106824,,,https://www.mbta.com/stops/place-mgngl,level_-1_platform,0,place-mgngl,1,Somerville,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1066880005563,42.3940499996815,647628,70508,70508,Magoun Square,Magoun Square - Green Line - Copley & West,,Copley & West,42.39405,-71.106688,,,https://www.mbta.com/stops/place-mgngl,level_-1_platform,0,place-mgngl,1,Somerville,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0672529997202,42.2703879998915,647630,70267,70267,Milton,Milton - Mattapan Trolley - Mattapan,,Mattapan,42.270388,-71.067253,RapidTransit,,https://www.mbta.com/stops/place-miltt,level_ground,0,place-miltt,1,Milton,,,0,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0672890003601,42.2703080001198,647631,70268,70268,Milton,Milton - Mattapan Trolley - Ashmont,,Ashmont,42.270308,-71.067289,RapidTransit,,https://www.mbta.com/stops/place-miltt,level_ground,0,place-miltt,1,Milton,,,0,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.067694000324,42.2702480001947,647632,door-miltt-adams,,Milton - Adams St,Milton - Adams St,,,42.270248,-71.067694,,,,level_1_in_street,2,place-miltt,2,Milton,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0670050001199,42.2704360004148,647633,door-miltt-trail,,Milton - Neponset Trail,Milton - Neponset Trail,,,42.270436,-71.067005,,,,level_ground,2,place-miltt,1,Milton,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.067246000272,42.2702750002995,647634,door-miltt-wharf,,"Milton - Parking, Wharf St","Milton - Parking, Wharf St",,,42.270275,-71.067246,,,,level_ground,2,place-miltt,1,Milton,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1092759994445,42.333278999878,647636,70253,70253,Mission Park,Mission Park - Green Line - (E) Heath Street,,Heath Street,42.333279,-71.109276,RapidTransit,,https://www.mbta.com/stops/place-mispk,level_in_street,0,place-mispk,2,Boston,,,0,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1096799996139,42.3330920003393,647637,70254,70254,Mission Park,Mission Park - Green Line - Park Street & North,,Park Street & North,42.333092,-71.10968,RapidTransit,,https://www.mbta.com/stops/place-mispk,level_in_street,0,place-mispk,2,Boston,,,0,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0743809994598,42.4266770001407,647642,70034,70034,Malden Center,Malden Center - Orange Line - Forest Hills,,Forest Hills,42.426677,-71.074381,RapidTransit,,https://www.mbta.com/stops/place-mlmnl,level_1_orange_platform,0,place-mlmnl,1,Malden,,,1,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0743140001534,42.4266619996228,647643,70035,70035,Malden Center,Malden Center - Orange Line - Oak Grove,,Oak Grove,42.426662,-71.074314,RapidTransit,,https://www.mbta.com/stops/place-mlmnl,level_1_orange_platform,0,place-mlmnl,1,Malden,,,1,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0739830003918,42.4268140004286,647645,door-mlmnl-commercial,,"Malden Center - Commercial St, Malden Government Center","Malden Center - Commercial St, Malden Government Center",,,42.426814,-71.073983,,,,level_ground,2,place-mlmnl,2,Malden,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0743550001986,42.4268799998945,647646,door-mlmnl-pleasant,,"Malden Center - Summer St, Pleasant St","Malden Center - Summer St, Pleasant St",,,42.42688,-71.074355,,,,level_0.5_ground,2,place-mlmnl,1,Malden,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0739870000397,42.4268900002885,647647,door-mlmnl-ramp,,"Malden Center - Commercial St, Malden Government Center (ramp)","Malden Center - Commercial St, Malden Government Center (ramp)",,,42.42689,-71.073987,,,,level_ground,2,place-mlmnl,1,Malden,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0395300005714,42.3691190004329,647651,70045,70045,Maverick,Maverick - Blue Line - Bowdoin,,Bowdoin,42.369119,-71.03953,RapidTransit,,https://www.mbta.com/stops/place-mvbcl,level_-1_platform,0,place-mvbcl,1,Boston,,,1,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0395300005714,42.3691190004329,647652,70046,70046,Maverick,Maverick - Blue Line - Wonderland,,Wonderland,42.369119,-71.03953,RapidTransit,,https://www.mbta.com/stops/place-mvbcl,level_-1_platform,0,place-mvbcl,1,Boston,,,1,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0405389998847,42.3682750001166,647653,door-mvbcl-lewis,,Maverick - Lewis Mall,Maverick - Lewis Mall,,,42.368275,-71.040539,,,,level_ground,2,place-mvbcl,1,Boston,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0394999995645,42.3691930002792,647654,door-mvbcl-square,,"Maverick - Sumner St, Maverick Square","Maverick - Sumner St, Maverick Square",,,42.369193,-71.0395,,,,level_in_street,2,place-mvbcl,1,Boston,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.2050820003955,42.3227380000814,647656,70168,70168,Newton Highlands,Newton Highlands - Green Line - Park Street & North,,Park Street & North,42.322738,-71.205082,RapidTransit,,https://www.mbta.com/stops/place-newtn,level_ground,0,place-newtn,1,Newton,,,0,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.2054209997923,42.3225300000503,647657,70169,70169,Newton Highlands,Newton Highlands - Green Line - (D) Riverside,,Riverside,42.32253,-71.205421,RapidTransit,,https://www.mbta.com/stops/place-newtn,level_ground,0,place-newtn,1,Newton,,,0,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.2043359996292,42.3234979998918,647660,door-newtn-hyde,,Newton Highlands - Hyde St,Newton Highlands - Hyde St,,,42.323498,-71.204336,,,,level_1_in_street,2,place-newtn,2,Newton,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.2056169995143,42.3226760000539,647661,door-newtn-lake,,"Newton Highlands - Lake Ave, Walnut St","Newton Highlands - Lake Ave, Walnut St",,,42.322676,-71.205617,,,,level_1_in_street,2,place-newtn,1,Newton,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.2062449999668,42.322039999855,647662,door-newtn-walnut,,"Newton Highlands - Walnut St, Station Ave, Buses","Newton Highlands - Walnut St, Station Ave, Buses",,,42.32204,-71.206245,,,,level_1_in_street,2,place-newtn,1,Newton,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.192024000348,42.3295519998017,647664,70170,70170,Newton Centre,Newton Centre - Green Line - Park Street & North,,Park Street & North,42.329552,-71.192024,RapidTransit,,https://www.mbta.com/stops/place-newto,level_ground,0,place-newto,1,Newton,,,0,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1926220003281,42.3294000000396,647665,70171,70171,Newton Centre,Newton Centre - Green Line - (D) Riverside,,Riverside,42.3294,-71.192622,RapidTransit,,https://www.mbta.com/stops/place-newto,level_ground,0,place-newto,1,Newton,,,0,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1922960000292,42.3293489997094,647666,door-newto-braeland,,"Newton Centre - Braeland Ave, Langley Rd","Newton Centre - Braeland Ave, Langley Rd",,,42.329349,-71.192296,,,,level_1_in_street,2,place-newto,2,Newton,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1933550005004,42.3291350000166,647667,door-newto-herrick,,"Newton Centre - Union St, Herrick Rd","Newton Centre - Union St, Herrick Rd",,,42.329135,-71.193355,,,,level_1_in_street,2,place-newto,2,Newton,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1914700000201,42.3299739999689,647668,door-newto-langley,,Newton Centre - Langley Rd,Newton Centre - Langley Rd,,,42.329974,-71.19147,,,,level_1_in_street,2,place-newto,1,Newton,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1923409997312,42.3296200003981,647669,door-newto-uniones,,Newton Centre - Union St (East stairs),Newton Centre - Union St (East stairs),,,42.32962,-71.192341,,,,level_1_in_street,2,place-newto,2,Newton,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1932690002024,42.3293570000319,647670,door-newto-unionr,,Newton Centre - Union St (Ramp),Newton Centre - Union St (Ramp),,,42.329357,-71.193269,,,,level_1_in_street,2,place-newto,1,Newton,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.1926430001014,42.3294939996807,647671,door-newto-unionws,,Newton Centre - Union St (West stairs),Newton Centre - Union St (West stairs),,,42.329494,-71.192643,,,,level_1_in_street,2,place-newto,2,Newton,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0612899995415,42.3655770003071,647673,70026,70026,North Station,North Station - Orange Line - Forest Hills,,Forest Hills,42.365577,-71.06129,RapidTransit,,https://www.mbta.com/stops/place-north,level_-2_low_platform,0,place-north,1,Boston,,,1,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0612899995415,42.3655770003071,647674,70027,70027,North Station,North Station - Orange Line - Oak Grove,,Oak Grove,42.365577,-71.06129,RapidTransit,,https://www.mbta.com/stops/place-north,level_-2_low_platform,0,place-north,1,Boston,,,1,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0612899995415,42.3655770003071,647675,70205,70205,North Station,North Station - Green Line - Lechmere & North,,Lechmere & North,42.365577,-71.06129,RapidTransit,,https://www.mbta.com/stops/place-north,level_-1_lechmere_platform,0,place-north,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0612899995415,42.3655770003071,647676,70206,70206,North Station,North Station - Green Line - Copley & West,,Copley & West,42.365577,-71.06129,RapidTransit,,https://www.mbta.com/stops/place-north,level_-2_low_platform,0,place-north,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0604719998682,42.3656389997821,647688,door-north-causewaye,,North Station - Causeway St (Elevator),North Station - Causeway St (Elevator),,,42.365639,-71.060472,,,,level_in_street,2,place-north,1,Boston,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0604899994539,42.3654959999971,647689,door-north-causeways,,"North Station - Causeway St, Haverhill St","North Station - Causeway St, Haverhill St",,,42.365496,-71.06049,,,,level_in_street,2,place-north,2,Boston,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0617590005839,42.3659750000776,647690,door-north-crcanal,,"North Station - Causeway St, Canal St","North Station - Causeway St, Canal St",,,42.365975,-71.061759,,,,level_in_street,2,place-north,1,Boston,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.061324000131,42.366403999631,647691,door-north-crcauseway,,North Station - Causeway St (East),North Station - Causeway St (East),,,42.366404,-71.061324,,,,level_in_street,2,place-north,1,Boston,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0626839995366,42.3657380003933,647692,door-north-crnashua,,"North Station - Causeway St (West), Nashua St","North Station - Causeway St (West), Nashua St",,,42.365738,-71.062684,,,,level_in_street,2,place-north,1,Boston,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.060892,42.3658330002803,647693,door-north-tdgarden,,North Station - TD Garden passageway (Elevator),North Station - TD Garden passageway (Elevator),,,42.365833,-71.060892,,,,level_in_street,2,place-north,1,Boston,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0595409998829,42.3646520000315,647694,door-north-valenti,,North Station - Valenti Way,North Station - Valenti Way,,,42.364652,-71.059541,,,,level_in_street,2,place-north,1,Boston,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.030193999977,42.275770000027,647697,70097,70097,North Quincy,North Quincy - Red Line - Braintree,2,Braintree,42.27577,-71.030194,RapidTransit,,https://www.mbta.com/stops/place-nqncy,level_0_platform,0,place-nqncy,1,Quincy,,,1,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0301440001988,42.2758020004131,647698,70098,70098,North Quincy,North Quincy - Red Line - Alewife,1,Alewife,42.275802,-71.030144,RapidTransit,,https://www.mbta.com/stops/place-nqncy,level_0_platform,0,place-nqncy,1,Quincy,,,1,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0309220003931,42.2766309996554,647699,door-nqncy-hancock,,North Quincy - Hancock St,North Quincy - Hancock St,,,42.276631,-71.030922,,,,level_ground,2,place-nqncy,1,Quincy,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0311840004114,42.2764830000102,647700,door-nqncy-newport,,North Quincy - Newport Ave Extension,North Quincy - Newport Ave Extension,,,42.276483,-71.031184,,,,level_ground,2,place-nqncy,1,Quincy,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0292430004384,42.2752100001103,647701,door-nqncy-squantum,,North Quincy - West Squantum St,North Quincy - West Squantum St,,,42.27521,-71.029243,,,,level_1_ground,2,place-nqncy,1,Quincy,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0902099998963,42.3398970003506,647706,70243,70243,Northeastern University,Northeastern University - Green Line - (E) Heath Street,,Heath Street,42.339897,-71.09021,RapidTransit,,https://www.mbta.com/stops/place-nuniv,level_median,0,place-nuniv,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0892000002903,42.3402220001983,647707,70244,70244,Northeastern University,Northeastern University - Green Line - Park Street & North,,Park Street & North,42.340222,-71.0892,RapidTransit,,https://www.mbta.com/stops/place-nuniv,level_median,0,place-nuniv,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0708750005709,42.4377349998889,647709,70036,70036,Oak Grove,Oak Grove - Orange Line,,Orange Line,42.437735,-71.070875,RapidTransit,,https://www.mbta.com/stops/place-ogmnl,level_0_platform,0,place-ogmnl,1,Malden,,,1,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0708369997876,42.4377349996128,647711,Oak Grove-01,,Oak Grove,Oak Grove - Orange Line - Track 1,1,Track 1,42.437735,-71.070837,RapidTransit,,https://www.mbta.com/stops/place-ogmnl,level_0_platform,0,place-ogmnl,1,Malden,,,1,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0709049999965,42.4377270002172,647712,Oak Grove-02,,Oak Grove,Oak Grove - Orange Line - Track 2,2,Track 2,42.437727,-71.070905,RapidTransit,,https://www.mbta.com/stops/place-ogmnl,level_0_platform,0,place-ogmnl,1,Malden,,,1,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0703429998227,42.4368590000211,647714,door-ogmnl-banks,,Oak Grove - Banks Place,Oak Grove - Banks Place,,,42.436859,-71.070343,,,,level_ground,2,place-ogmnl,1,Malden,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.071151999635,42.436676000336,647715,door-ogmnl-wash,,Oak Grove - Washington St,Oak Grove - Washington St,,,42.436676,-71.071152,,,,level_in_street,2,place-ogmnl,2,Malden,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0710560004748,42.4369469996236,647716,door-ogmnl-washel,,Oak Grove - Washington St (Elevator),Oak Grove - Washington St (Elevator),,,42.436947,-71.071056,,,,level_ground,2,place-ogmnl,1,Malden,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0048090003398,42.3869089996544,647721,70051,70051,Orient Heights,Orient Heights - Blue Line - Bowdoin,,Bowdoin,42.386909,-71.004809,RapidTransit,,https://www.mbta.com/stops/place-orhte,level_0_platform,0,place-orhte,1,Boston,,,1,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0047670005644,42.386842000405,647722,70052,70052,Orient Heights,Orient Heights - Blue Line - Wonderland,,Wonderland,42.386842,-71.004767,RapidTransit,,https://www.mbta.com/stops/place-orhte,level_0_platform,0,place-orhte,1,Boston,,,1,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.004663999666,42.3870800001216,647723,door-orhte-benning,,Orient Heights - Bennington St,Orient Heights - Bennington St,,,42.38708,-71.004664,,,,level_ground,2,place-orhte,1,Boston,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0043640004601,42.3868619998632,647724,door-orhte-saratoga,,"Orient Heights - Saratoga St, Barnes Ave","Orient Heights - Saratoga St, Barnes Ave",,,42.386862,-71.004364,,,,level_ground,2,place-orhte,1,Boston,,,,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0624240000845,42.3563949996414,647726,70075,70075,Park Street,Park Street - Red Line - Ashmont/Braintree,,Ashmont/Braintree,42.356395,-71.062424,RapidTransit,,https://www.mbta.com/stops/place-pktrm,level_-2_red_platform,0,place-pktrm,1,Boston,,,1,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0624240000845,42.3563949996414,647727,70076,70076,Park Street,Park Street - Red Line - Alewife,,Alewife,42.356395,-71.062424,RapidTransit,,https://www.mbta.com/stops/place-pktrm,level_-2_red_platform,0,place-pktrm,1,Boston,,,1,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0624240000845,42.3563949996414,647728,70196,70196,Park Street,Park Street - Green Line - (B) Boston College,B,Boston College,42.356395,-71.062424,RapidTransit,,https://www.mbta.com/stops/place-pktrm,level_-1_green_platform,0,place-pktrm,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0624240000845,42.3563949996414,647729,70197,70197,Park Street,Park Street - Green Line - (C) Cleveland Circle,C,Cleveland Circle,42.356395,-71.062424,RapidTransit,,https://www.mbta.com/stops/place-pktrm,level_-1_green_platform,0,place-pktrm,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
-71.0624240000845,42.3563949996414,647730,70198,70198,Park Street,Park Street - Green Line - (D) Riverside,D,Riverside,42.356395,-71.062424,RapidTransit,,https://www.mbta.com/stops/place-pktrm,level_-1_green_platform,0,place-pktrm,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2022/10/17 19:46:59+00,DOT_ADMIN,2022/10/17 19:46:59+00
